Weight Range of Noise within 1σ,Iso-Size,G1 Edge Sums, G2 Edge Sums, Abs Diff
0.0,20 nodes,15849.263604032929,15798.96482213054,1019.7601800811634
0.30000000000000004,20 nodes,16181.445418134943,16037.00466583238,938.8515051686719
0.6000000000000001,20 nodes,15574.392553821232,15790.24187326979,753.95363501
0.9000000000000001,20 nodes,16263.979263070958,16216.000796175253,963.585197876543
1.2000000000000002,20 nodes,16021.384956322678,16431.073668746307,858.6984435762123
1.5,20 nodes,16511.141269417076,16277.226745226255,950.7431767551002
1.7999999999999998,20 nodes,16318.286296869142,16249.505616414675,743.2414760067122
2.0999999999999996,20 nodes,16824.33356436931,16534.960664509505,1101.8557665903647
2.4,20 nodes,17214.10634356689,17204.317341699378,655.0356212936632
2.6999999999999997,20 nodes,17426.509109528008,17009.635184222872,753.8636719706072
2.9999999999999996,20 nodes,16826.400625368806,16737.873207160203,680.9155697893965
0.0,24 nodes,19872.14220928704,19976.090364809083,697.4462211742879
0.30000000000000004,24 nodes,20439.74893026283,20570.406605826684,624.3912750298539
0.6000000000000001,24 nodes,20337.77625574477,20270.444266194077,919.4545200331613
0.9000000000000001,24 nodes,19894.52682494191,19645.2451706863,675.6833913413542
1.2000000000000002,24 nodes,20317.86662840319,20554.884921330235,596.6329339793331
1.5,24 nodes,20065.991297727833,20299.78780878505,769.0177759946124
1.7999999999999998,24 nodes,20220.588919441725,20496.245359368684,723.061408761456
2.0999999999999996,24 nodes,20286.304922166582,19974.46669193411,757.1338736523916
2.4,24 nodes,20460.724254606503,20177.800432361608,877.5543023127073
2.6999999999999997,24 nodes,20352.14308759562,20550.62114705475,676.4834190552294
2.9999999999999996,24 nodes,20463.117549617218,20426.16768074881,772.0518532835089
0.0,28 nodes,25191.397104038573,25223.928843499532,559.0884154096581
0.30000000000000004,28 nodes,24669.091431231725,24776.523742243797,745.2592875642174
0.6000000000000001,28 nodes,25182.007095817833,25162.932773833774,751.1313248765451
0.9000000000000001,28 nodes,24850.61450328965,25128.74587731547,690.0628465660341
1.2000000000000002,28 nodes,24830.579140446822,24838.40772219614,533.4217492027408
1.5,28 nodes,24827.92792456965,24664.25577924287,545.9048041134935
1.7999999999999998,28 nodes,25138.62320971919,25161.328494070778,837.9813187036065
2.0999999999999996,28 nodes,25028.094747520332,24973.971780586427,688.1767372587816
2.4,28 nodes,24877.88127821933,24990.037378996964,843.0131840298667
2.6999999999999997,28 nodes,25215.44352893243,24964.255617713796,767.1243612172633
2.9999999999999996,28 nodes,24908.72634112189,24922.900123317966,711.4808701053025
0.0,32 nodes,30518.57048890438,30534.05992800449,659.3560948773262
0.30000000000000004,32 nodes,30556.085589431466,30353.584988848503,762.5628067115306
0.6000000000000001,32 nodes,30371.98972641274,30323.288302415873,875.2774692445853
0.9000000000000001,32 nodes,30540.98816454254,30539.77894719224,669.132806694387
1.2000000000000002,32 nodes,30696.638951391797,30692.526520410283,734.4969763907915
1.5,32 nodes,30634.195029065395,30667.973581171234,612.4424952556585
1.7999999999999998,32 nodes,30287.251815004154,30177.35554283695,536.6359968739331
2.0999999999999996,32 nodes,30397.51435862827,30183.57118229192,635.0356782048368
2.4,32 nodes,30038.904048605218,30209.67001375068,759.9774979545067
2.6999999999999997,32 nodes,31052.6243740902,31007.371093508376,574.7972804150756
2.9999999999999996,32 nodes,30313.075205289315,30560.48041589954,585.334720276529
