Weight Range of Noise within 1σ,Iso-Size,F1 value
0.0,20 nodes,0.892790019782762
0.30000000000000004,20 nodes,0.8865913278714997
0.6000000000000001,20 nodes,0.8956930974078801
0.9000000000000001,20 nodes,0.8881588518783103
1.2000000000000002,20 nodes,0.86844033656745
1.5,20 nodes,0.8684240306398555
1.7999999999999998,20 nodes,0.8662047430177507
2.0999999999999996,20 nodes,0.8522057118500539
2.4,20 nodes,0.8316378366426491
2.6999999999999997,20 nodes,0.8575790131774139
2.9999999999999996,20 nodes,0.8483566352247339
0.0,24 nodes,0.9207595018921181
0.30000000000000004,24 nodes,0.9405860559995648
0.6000000000000001,24 nodes,0.9220726566360741
0.9000000000000001,24 nodes,0.9322250507077089
1.2000000000000002,24 nodes,0.921988427933016
1.5,24 nodes,0.9343138511831193
1.7999999999999998,24 nodes,0.9298810883811677
2.0999999999999996,24 nodes,0.9201773172881834
2.4,24 nodes,0.9192970502085388
2.6999999999999997,24 nodes,0.9074520601165516
2.9999999999999996,24 nodes,0.9150176968082088
0.0,28 nodes,0.9494670941630303
0.30000000000000004,28 nodes,0.9583341733290611
0.6000000000000001,28 nodes,0.9601250296891302
0.9000000000000001,28 nodes,0.9574285414362764
1.2000000000000002,28 nodes,0.9480390998859308
1.5,28 nodes,0.9572164264062354
1.7999999999999998,28 nodes,0.9461652490759356
2.0999999999999996,28 nodes,0.9477818925777198
2.4,28 nodes,0.9440978403374015
2.6999999999999997,28 nodes,0.942832020694623
2.9999999999999996,28 nodes,0.945603105461061
0.0,32 nodes,0.9692507536361795
0.30000000000000004,32 nodes,0.9689514451015768
0.6000000000000001,32 nodes,0.9683716355535649
0.9000000000000001,32 nodes,0.971434354349192
1.2000000000000002,32 nodes,0.9663605307163731
1.5,32 nodes,0.966688927809476
1.7999999999999998,32 nodes,0.9741957990476905
2.0999999999999996,32 nodes,0.9693166293441134
2.4,32 nodes,0.9642548378063895
2.6999999999999997,32 nodes,0.9678442189943507
2.9999999999999996,32 nodes,0.967090462946477
